Meta: ID,Type,SKU,Name,Short description,Description,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default
783471,variation,HRW-2456/2450-783471,"Contour 56"" Dresser - Brown Maple: FC Harvest, No Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-56in-Dresser-Brown-Maple-FC-Harvest-Brown.jpg,HRW-2456/2450,Color,Brown Maple: FC Harvest,,1,,Mirror,No Mirror,,1,,,,,,
783472,variation,HRW-2456/2450-783472,"Contour 56"" Dresser - QSWO: FC Seashell, Add Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-56in-Dresser-With-Mirror-QSWO-FC-Seashell.jpg,HRW-2456/2450,Color,QSWO: FC Seashell,,1,,Mirror,Add Mirror,,1,,,,,,
783473,variation,HRW-2456/2450-783473,"Contour 56"" Dresser - QSWO: FC Seashell, No Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-56in-Dresser-QSWO-FC-Seashell.jpg,HRW-2456/2450,Color,QSWO: FC Seashell,,1,,Mirror,No Mirror,,1,,,,,,
783474,variation,HRW-2456/2450-783474,"Contour 56"" Dresser - Red Oak: AMS Black Ink, Add Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-56in-Dresser-With-Mirror-Red-Oak-AMS-Black-Ink.jpg,HRW-2456/2450,Color,Red Oak: AMS Black Ink,,1,,Mirror,Add Mirror,,1,,,,,,
783475,variation,HRW-2456/2450-783475,"Contour 56"" Dresser - Red Oak: AMS Black Ink, No Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-56in-Dresser-Red-Oak-AMS-Black-Ink.jpg,HRW-2456/2450,Color,Red Oak: AMS Black Ink,,1,,Mirror,No Mirror,,1,,,,,,
783412,variation,HRW-2466/2450-783412,"Contour 66"" Dresser - Brown Maple: FC Harvest, Add Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-66in-Dresser-Brown-Maple-FC-Harvest-Brown.jpg,HRW-2466/2450,Color,Brown Maple: FC Harvest,,1,,Mirror,Add Mirror,,1,,,,,,
783413,variation,HRW-2466/2450-783413,"Contour 66"" Dresser - Brown Maple: FC Harvest, No Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-66in-Dresser-With-Mirror-Brown-Maple-FC-Harvest-Brown.jpg,HRW-2466/2450,Color,Brown Maple: FC Harvest,,1,,Mirror,No Mirror,,1,,,,,,
783414,variation,HRW-2466/2450-783414,"Contour 66"" Dresser - QSWO: FC Seashell, Add Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-66in-Dresser-With-Mirror-QSWO-FC-Seashell.jpg,HRW-2466/2450,Color,QSWO: FC Seashell,,1,,Mirror,Add Mirror,,1,,,,,,
783415,variation,HRW-2466/2450-783415,"Contour 66"" Dresser - QSWO: FC Seashell, No Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-66in-Dresser-QSWO-FC-Seashell.jpg,HRW-2466/2450,Color,QSWO: FC Seashell,,1,,Mirror,No Mirror,,1,,,,,,
783416,variation,HRW-2466/2450-783416,"Contour 66"" Dresser - Red Oak: AMS Black Ink, Add Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-66in-Dresser-With-Mirror-Red-Oak-AMS-Black-Ink.jpg,HRW-2466/2450,Color,Red Oak: AMS Black Ink,,1,,Mirror,Add Mirror,,1,,,,,,
783417,variation,HRW-2466/2450-783417,"Contour 66"" Dresser - Red Oak: AMS Black Ink, No Mirror",,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-66in-Dresser-Red-Oak-AMS-Black-Ink.jpg,HRW-2466/2450,Color,Red Oak: AMS Black Ink,,1,,Mirror,No Mirror,,1,,,,,,
783460,variation,HRW-2438-783460,Contour 4 Drawer Chest - Brown Maple: FC Harvest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-4-Drawer-Chest-Brown-Maple-FC-Harvest-Brown.jpg,HRW-2438,Color,Brown Maple: FC Harvest,,1,,,,,,,,,,,
783461,variation,HRW-2438-783461,Contour 4 Drawer Chest - QSWO: FC Seashell,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-4-Drawer-Chest-QSWO-FC-Seashell.jpg,HRW-2438,Color,QSWO: FC Seashell,,1,,,,,,,,,,,
783462,variation,HRW-2438-783462,Contour 4 Drawer Chest - Red Oak: AMS Black Ink,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-4-Drawer-Chest-Red-Oak-AMS-Black-Ink.jpg,HRW-2438,Color,Red Oak: AMS Black Ink,,1,,,,,,,,,,,
783402,variation,HRW-2428-783402,Contour 3 Drawer Nightstand - Brown Maple: FC Harvest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-3-Drawer-Nightstand-Brown-Maple-FC-Harvest-Brown.jpg,HRW-2428,Color,Brown Maple: FC Harvest,,1,,,,,,,,,,,
783403,variation,HRW-2428-783403,Contour 3 Drawer Nightstand - QSWO: FC Seashell,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-3-Drawer-Nightstand-QSWO-FC-Seashell.jpg,HRW-2428,Color,QSWO: FC Seashell,,1,,,,,,,,,,,
783404,variation,HRW-2428-783404,Contour 3 Drawer Nightstand - Red Oak: AMS Black Ink,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-3-Drawer-Nightstand-Red-Oak-AMS-Black-Ink.jpg,HRW-2428,Color,Red Oak: AMS Black Ink,,1,,,,,,,,,,,
783492,variation,HRW-2482U-783492,Contour King Platform Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-King-Bed-Upholstered-Headboard-Brown-Maple-FC-Harvest-Brown.jpg,HRW-2482U,Color,Brown Maple: FC Harvest,,1,,Headboard Options,Upholstered Headboard,,1,,,,,,
783493,variation,HRW-2482U-783493,Contour King Platform Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-King-Bed-Wood-Headboard-Brown-Maple-FC-Harvest-Brown.jpg,HRW-2482U,Color,Brown Maple: FC Harvest,,1,,Headboard Options,Wood Headboard,,1,,,,,,
783494,variation,HRW-2482U-783494,Contour King Platform Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-King-Bed-Upholstered-Headboard-QSWO-FC-Seashell.jpg,HRW-2482U,Color,QSWO: FC Seashell,,1,,Headboard Options,Upholstered Headboard,,1,,,,,,
783495,variation,HRW-2482U-783495,Contour King Platform Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-King-Bed-Wood-Headboard-QSWO-FC-Seashell.jpg,HRW-2482U,Color,QSWO: FC Seashell,,1,,Headboard Options,Wood Headboard,,1,,,,,,
783496,variation,HRW-2482U-783496,Contour King Platform Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-King-Bed-Upholstered-Headboard-Red-Oak-AMS-Black-Ink.jpg,HRW-2482U,Color,Red Oak: AMS Black Ink,,1,,Headboard Options,Upholstered Headboard,,1,,,,,,
783497,variation,HRW-2482U-783497,Contour King Platform Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2024/08/Honey-Run-Woodcraft-Contour-King-Bed-Wood-Headboard-Red-Oak-AMS-Black-Ink.jpg,HRW-2482U,Color,Red Oak: AMS Black Ink,,1,,Headboard Options,Wood Headboard,,1,,,,,,
